,text,topic
752,"If you've ever seen the movie Black Sunday, which itself was well done, then you owe it to yourself to read the book. Thomas Harris takes what has become the most anticipated day in all of sports and turns it into a platform for sheer terror.What is so scary about this book, as with so many plots involving terrorism, is that this could happen. Whether at Tulane Stadium (the setting for the Super Bowl in the book), at the Orange Bowl (the setting in the movie), or any other of America's crowded sports venues, all it would take is a well-placed bomb or something worse (?!) to turn carefree fun into chaotic frenzy.Black Sunday is a must for the bookshelf!",book
753,"I have never run into a &quot;history&quot; book so filled with errors, misspellings, misstatements, and omissions as &quot;Presidential Blips&quot; by B.S. McReynolds. I am no historian, but do read my fair share of presidential history. I had just begun the book when I saw that Carter had appointed the first black Secretary of State. Wrong -- Secretary of the Army. George Washington took a boat &quot;to work, sailing...from Mount Vernon to Washington, D.C.&quot; Hardly, since the capital was in New York City and Philadelphia during his tenure. John Tyler was 59 when he remarried. No, only 54. There are errors in dates, names, and facts on, I would guess, one of every three pages of the 258 pages. It is hard to decide on a &quot;personal favorite&quot; mistake. There are just so many, and some are so bizarre as to call into question the factual basis of the entire book. &quot;Martin Van Buren was the first U.S. President who was not a signer of the Declaration of Independence.&quot; Well, Washington, Madison, Monroe, JQ Adams, and Andrew Jackson -- in office before Van Buren -- didn't sign it. Alben Barkley, Truman's veep, is referred to as &quot;Albern W. Barkly.&quot; The &quot;olny&quot; (sic) presidents to be left-handed? Oops, George Bush (# 41) isn't listed. Benjamin Harrison's veep of the first term wasn't renominated at the &quot;1832 Republican Convention in Cincinnati...&quot; Sorry, but that was in 1892 and it was in Minneapolis. The book may have some interesting comments, some illuminating stories, and some rarely-discussed events. But a reader can't rely on much when so many inconsistencies, errors, and omissions are rampant throughout the book. McReynolds uses one entire page of text and illustration to ridicule Dan Quayle's spelling problems. People who live in glass houses...........",book
754,Stop to get a couple sandwiches because we just came to town. Got a grilled steak sandwich and a chicken salad sandwich. OMG!! To Die For! Love love loved them. Good thing my daughter lives right by there so we can go back again.,restaurant
755,"This is just to alert someone in Amazon that the book that came wasn't the book I ordered. I ordered the Penguin Classics edition, which was described as having 304 pages and included the two novellas besides the excellent ""Cranford."" The picture on the book that came is the same as the one pictured on the website, but the book I received only has 257 pages and doesn't have the two novellas, which is why I wished to have this edition.Now I notice that the great reviews of this book are from some other edition -- strange and misleading. How can be sure to get the right one?",book
756,"Words are the currency used in all types of human interactions, but in mathematics they have more precise meanings than in most others. However, while this book is valuable as a reference concerning the definitions of the words, the greatest point of interest is in the origins of their mathematical meanings. I have always been interested in word origins, particularly how the meaning is modified over time. Languages are very dynamic entities, as even the passing of a few generations can lead to significant alterations in both structure and vocabulary.For these reasons, I thoroughly enjoyed this book, making it one of the few dictionaries that I have read nearly cover to cover, although not in that order. Many of the mathematical words have unexpected origins, reflecting in many ways how ubiquitous mathematics is in life. Also, since it is largely an abstract discipline, some of the words had to be ""invented"", as there was no real-world analog that adequately describes them.If you have an interest in the linguistic derivation of mathematical words, then this is one book that you should possess. I occasionally open it at random, and I have never been disappointed in the interesting facts uncovered. Reading them also builds an appreciation for how mathematics has evolved over the centuries.Published in Journal of Recreational Mathematics, reprinted with permission.",book
757,"As I am always looking for something new and unique, I watched this film online. I thought that it would be just another ""B"" rate movie but I was amazed at the acting by the two main characters. All of the actors in this film were very capable and well directed. The plot was wonderful and unique as well with an excellent moral to the story.<br /><br />This movie is definitely not for someone looking for a sex romp, ""Dumb and Dumber"" or blood and guts. This is a wonderfully poignant film showing some grim realities of life coupled with the kindness of the human heart and just enough frivolity to keep it interesting.<br /><br />I would prefer this movie to many ""A"" rate movies I have seen even a great number with high box office earnings.<br /><br />I highly recommend this movie.",movie
758,"""Nurse Betty"" is the kind of movie you can't describe on a poster or in a trailer or commericial. It's the kind of movie that you walk in to expecting a more mature ""Dumb and Dumber"" what with temporarily insane waitress goes on a cross country adventure while avoiding crooks trying to kill her.<br /><br />The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams. The best part about ""Nurse Betty"" is it's unpredictability. Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.",movie
759,Asimov was one of the founding fathers of Sci-fi and to him we owe a debt of gratitude for making the genre worthy of the literary title. His messages and considerations give the reader a lot more than just something to kill time. It makes sci-fi an avenue to real soul searching.,book
760,"I'm a Black man living in a predominantly Black city. That being said, I have some major misgivings about Tyler Perry's work. I realize that some people out there feel the need to praise him, because he's Black and trying to portray a positive image about the culture. But, I honestly do believe that, were Perry White, this film would have had the NAACP, Al Sharpton, and Jessie Jackson all over his ass.<br /><br />I have been forced to watch this movie one whole hell of a lot recently and each repeated viewing makes my blood boil. The characters are poorly written and acted. The jokes are so bad, I have to actually be told something is supposed to be funny. I'm just going to break this big pile of sh-t down.<br /><br />Madea=suck. The character may have had some appeal, but it doesn't anymore. When the only thing she ever seems to do is smack around children and threaten adults with violence she is less than useless. She is unnecessary.<br /><br />The situation with the wife beating fiancé was horsesh-t. If a woman was so scared to death of her husband, why would she try to run away when he's sleeping in bed. Wouldn't it have made more sense for her to leave when he was at work. At any rate, the characters in this arc were so annoying and overbearing that I hoped he would throw her off the balcony and was royally ticked when he didn't.<br /><br />Then there are the two lovebirds. A bus driver asks a woman out by harassing her while he's making his rounds. I couldn't believe it. I really couldn't believe when she agreed to go out with him even more. But, what takes the cake is that a grown man was reduced to tossing pebbles at a window and passing notes like a ten year old by a castrating mega bitch. I don't use this term lightly, but that woman only had two modes. Morose victim and psycho momma. No matter which of these two faces she showed, however, there was one constant. The bus driver wasn't going to get any. He even married her without sampling the goods--WTF! <br /><br />Then there's the family reunion scene. Here we've got the mother load which includes implied incestual taboos, grinding for the sake of grinding, shirtless, overly musclebound, b-ball, plus the great taste of Maya Angelou. When those babes dragged their butts outside and called a meeting, was I wrong to wish that the oldest of them was claimed by a heart attack. All this crap is going on at the reunion, in laughably easy to separate groups, and then they ring a bell. When they do, everyone drops what they're doing and heads on over for a stern talking too, just like a pack of Pavlov's doggies--WTF!! <br /><br />Then you have the final five minutes of the film. In it we see the abusive fiancé get manhandled by his longtime victim and all around bad actress. There is an impromptu wedding where Black people are dressed like angels and are hanging from the ceiling--WTF!!! The only reason to watch it this far, besides testing your threshold for pain, is the hope that the second villain of this story gets her ass handed to her as well. Guess what, it doesn't happen. Instead, Perry takes the testicularly challenged way out and plays it safe, ending the movie on a tone of forgiveness--WTF!! <br /><br />I'm pretty sure that, if given a day , I could probably write a doctoral dissertation on all the ways this movie sucks. Don't even get me started on the rest of Tyler Perry's films. I'm just going to say this. In my opinion, as a Black guy, D.W. Griffith's legacy lives on. The irony is that it is doing so through a Black man who will be praised for doing what Birth of a Nation did, selling us down the river. I only wish Perry's films were dudes so I could kick them in the nuts. Thanks a lot, dude!! What are you going to follow this up with in 2009, a comedy about the raping and savage beating of slaves in Colonial America?",movie
761,"Let's hope so! If all &quot;scholarship&quot; was this shallow, we'd be in a lot of trouble. Are these the ONLY writings of the Father's on these particular verses? No? Then why give these? I tell you, I used this book for a class, sight unseen, because the idea of the series was brilliant. Thankfully, I used the real texts (Loeb Classical) as well, and was able to see (1) how bad the translations are in places (reads like the NIV, hmmmmm, wonder why) and (2) how unrepresentative of so many of the views of the Patristic writers on many of the issues this commentary is. You want examples? No space here, fortunately. The only thing less instructive about these idealogically-driven books is my rambling critique of them. Thankfully, I make no claim to have &quot;international scope&quot; in my review! Skip these volumes, the others in the series are no better. Read the original texts, draw your own conclusions.",book
762,"Amazing food, amazing staff! I ordered a pulled pork sandwich with a side of fried pickles and corn casserole and my bf ordered a half rack of ribs with baked beans and fried okra. Everything was absolutely amazing. Our meats were very tender and the ribs pull right off the bone. The corn casserole is out of this world and everything tastes home made. Happy Food Dances were happening! We will absolutely be returning. If you haven't been then you absolutely should stop by!",restaurant
763,"This place is not currently offering all you can eat bbq. You'd have to go to the other locations in Miami. Though it says on their website that they do..

BUT, we still stayed and tried it out.

Appetizers were delicious. Soup had plenty of flavor and pork belly chips are a must try.

Meat was perfectly marinated. We wished the portions were bigger. Portions came out to less then 3oz per plate. 

Place was clean and very packed. I reccomend that you call to reserve a table instead of walking in.",restaurant
764,I read this for the first time in fifth grade. I was prepared to hate it. I loved it from the first page. Truly moving. It haunted me for a long time.,book
765,"Been going here for a year as I prefer the Hardees breakfast biscuits. BUT this last trip, in the middle of the COVID-19 debacle, I used the drive thru. The lady at the window had no mask of gloves, and the cook, visible behind her was wearing gloves but no mask. I was hesitant to eat the food when I got home, and sanitized every time I touched the sack or wrapper. Can't believe the employer has so little concern for the employees, customers, or image of the business lack of PPE gives. Also, they do tend to run out of product from time to time...""oops, out of biscuits""  Really? During breakfast hours?  From now on, I'll drive the extra 10 minutes to Deltona to the stand alone Hardees (this one is literally in a gas station)",restaurant
766,"I think is it sad, that a worthy first effort has been dragged down in the reviews by some sick individual. (Have a look at all three in the series - Split Seconds, Mall Rats, Matter of Perspective - always two short, meaningless 1/5 reviews). Whoever wrote these reviews must have something against handicapped people and is obviously doing this maliciously, as evident by their anonymous and content-free reviews. The rest of the reviewing community shuns you fool.Anyway, back to the review: The author obviously has chosen the character of &quot;Stick&quot; so he can write from a point of view that he knows. As mentioned in the trade reviews, the ending can be a bit pat, but overall a good first sleuthing. I want to give 4 stars - but to counter balance the below useless reviews, I am awarding 5.",book
767,"I don't think most people give this movie as much credit as it deserves. I love low budget horror movies and this takes the cake, especially for originality. Yes the Scarecrow is a Kung-Fu fighting frightner, but why not? No one else is willing to go that far. I really haven't had this much fun watching a movie since Candyman. So the town picks on this one kid calling him scarecrow, even his mom doesn't care about him. Then he gets killed and the spirit is infused with in the Scarecrow, who then goes on a Killing spree. His demise is relatively easy to assume once the movie gets going. The dedications at the end go straight to a bunch of horror directors, but with most dedication towards Dario Argento really struck me as cool, these folks who wanna make movies of a newer genre. Over the movie has a lot of Arnold rip offs, with one liners you'll definitely laugh at like stick around and he kills the sheriff with a stick. I would say, grab a pizza some friends an laugh your A$$ off with this movie. I love it for its originality, most fun.",movie
768,"I know everyone said this movie was utter crap and I agree with them. I spent a few years after seeing it telling other people it was crap. I recommended they not see it. But when it came on TV, we saw the ad. I turned to family and said: ""I know this is sad, but I'm thinking of watching it"". My sister turned to me and said: ""Yeah, me too."" And you know what? It was funny.<br /><br />By no means is this a good movie. It's absolutely a waste of time. But it's a good waste of time. You may still think it's crap and fair enough, but I thought it was a really funny slapstick comedy. I didn't like a couple of bits, like when the fish got hit by the car, but apart from that I thought it was good. I loved sitting there and picking out all the famous Australian faces: Flacco, Elle McFeast, Garry McDonald etc.<br /><br />So, if you like to waste your time, watch this movie. Otherwise, see a drama or something.",movie
769,"Admittedly, you can put a model airplane against a black background and call it sci-fi, and thats enough to get me interested, so if you are like that, Black Horizon will at least get you interested before you watch it. The best part of the movie is when they rehash some actual footage of a shuttle launch.<br /><br />The movie plays like the Naked Gun series, spoofing cop dramas with bad clichés and bad acting. Unfortunately, i don't think they meant to be funny, the actors really are made of cardboard, the dialog really does suck, so well just have to laugh at them, and not with them.<br /><br />On a side note, it is rare to see a movie that takes place half in outer space, half on earth, and doesn't mix in the expected extraterrestrials and supernatural events. I really do ache for more realistic drama based on our space endeavors.",movie
770,"I had such high hopes for this spot based on other reviews. Unfortunately, it was disappointing.

First of all - it's small. Which is fine but they ask that you order before sitting down. The menu is up on display with no descriptions so it's pretty tough to make a decision especially for those who get indecisive about making the perfect food choice. Under pressure I decided to go with the usual safe bet - a breakfast sammich. 

Said brekkie sammich was a total flop. It was underwhelming. The middle of the sandwich was sparse - only one egg? Barely any cheese. It was truly unremarkable, it was something I could have gotten anywhere. It came with a side of fruit which I was excited about because I love me some healthy sides and again - meh. Cut apples and a few pieces of pineapple. Not a large portion at all. I also asked for a decaf and it took some time to get it (same with a refill). 

The one positive aspect of our experience: the mimosas were large! Thumbs up for that.

We won't be back.",restaurant
771,"Messed up 2 of the 3 dishes we ordered. We didn't realize it until bringing it home and sitting down to eat, had to drive back and they would only replace one of the dishes. Then charged us more and were very rude. I will not be returning. This was my birthday dinner and I was very excited. I love Thai food. I was so disappointed.",restaurant
772,If you're exploring your family history - if you're interested in what really happened after the war - this book is a must read! It touched my heart and made me realize what my ancestors went through. . .,book
773,"""Ship Ahoy"" was probably made in order to showcase MGM talent. The film is a fun trip on an ocean liner on its way to San Juan, Puerto Rico, at the time in which the country was involved in WWII. This was typical fare for the studios, which gave the movie going public light weight entertainment as a distraction during those difficult times the country was living.<br /><br />The beautiful Eleanor Powell is seen at her best in some musical numbers where she clearly shows us she was a dancer to be reckoned with. Red Skelton is also seen in a straight part with not too much clowning, as he pursues the beautiful Ms. Powell on the ship that is bringing them to Puerto Rico. The irresistible Bert Lahr has good opportunities in the film to show he was a funny man. Also Virginia Grey is seen as a fun girl who is not fooled by anyone.<br /><br />There are good musical numbers featuring Tommy Dorsey and his orchestra, in which one sees, among others, the amazing Buddy Rich, who has a few solos with Mr. Dorsey and Ms. Powell. A young Frank Sinatra appears also as the lead singer of the band, backed by the Pied Pipers.<br /><br />This is a nostalgic trip that should be savored by fans of this genre, which MGM totally controlled.",movie
774,"I so desperately wanted to LOVE this place. With the brewery game growing I really was excited that we had a distillery. $5 mimosas and screwdrivers for brunch sounded like a great deal and the food looks really good. But unfortunately, I wasn't impressed. I tried to order the breakfast pot pie but they were out, which wasn't exciting news but I was prepared so I asked for the cheddar and potato hash--crispy potatoes, chorizo, pickled onions and peppers, baby kale, 63 degree eggs and a ranch drizzle served with grilled avocado--what isn't mentioned is the sweet potatoes. I am shocked that it doesn't because if i see crispy potatoes i am thinking regular potatoes not sweet potatoes. And since i don't like sweet potatoes i would not have ordered that. I was a bit disappointed when my beautifully plated food arrived. I did eat most of it but it wasn't what I wanted at all. The mimosas were half a wine glass, which if you are going to do that, put it in a champagne flute and it'll at least look like you filled the glass. I ended up switching to beers because it was a better value. Our waiter though very nice, seemed a little lost confused half the time and I'm not sure if he was new or maybe just not feeling it that day. They do have an extensive menu, they do have a lot of drink options, and the ambiance is really cool. I'd be willing to give it another shot because maybe it was an off day!",restaurant
775,"A touching novel of a poor orphant blossoming into an intelligent governess, falling in love, falling for the wrong reason. Then just when you think it would never happen, Jane Eyre finds true love.",book
776,This is the type of book where I'd be looking forward to leaving work in order to go home and read.An epic feel with the protagonist's previous generations described in order to explain context. Great descriptions of several decades in the 20th century and truly realistic characters. You'll be glad that you read this fabulous novel.,book
777,Order our Thanksgiving dinner here this year. Great quality and quantity. Very careful about Covid. Might spoil us for next year.,restaurant
778,"This video is so hilariously funny, it makes everything else<br /><br />by Eddie Murphy seem very disappointing (even Beverly Hills Cop and The Nutty Professor, which just goes to show you how good this really is). To be honest, I don't think that I've ever<br /><br />laughed at something as much as this, including Naked Gun and the rarely seen Bargearse. This show is amazing, although it must be said that it is certainly filled with the word beginning with F that is four letters long (plus its extended version beginning with M) but it didn't bother me. See it, the funniest thing I've ever seen and probably the funniest you ever have too.",movie
779,"Of Mice and Men by John Steinbeck is an attractive book about two men named George and Lennie. It is also interesting to read because it talks about how George and Lennie develop a common friendship among each other. George is short and takes care of Lennie because Lennie has a mind of a child. They both use to work in a weed but they had to leave because of an incident that had occur. They went to a new weed in Solidad where there they had many dreams ahead. In the new weed they met new people which made George and Lennie Friendships grow even more. For example Lennie has been in a fight with curley, George told him to fight back and so he did which, led Lennie to breaking Curley's hand.Even though the ending is sad, George and Lennie friendship can insipires everyone because they look out for each other.Even though Lennie is a big and huge he is a kind person.This is an excellent book writen ny John Steinbeck with a sad ending. Through out the pages you can see how much George cares about Lennie. I enjoyed reading this book and it has inspired me to have stronger friendship with my friends. Therefore I would like to recommend this book to those whom are interested in reading books about friendships.",book
780,"I went to the bookstore and picked up a random Grisham novel. Little did I know that this book had nothing to do with the law. It took me a good two hundred pages to figure it out. The biggest surprise was the fact that this book was the best book I read from him. Grisham proves his worth as a storyteller by providing the simplest story of all - a seven-year-old farm boy's autumn.While Grisham's greatest strength is his knack for telling a good story, his law novels often go beyond the usual and norm to present an almost unlikely scenario. This book simply relies on the accounts of a boy whose life is extraordinary by being almost ordinary. And Grisham pulls this off very well.A boy, living with his parents and grandparents, deals with a typical farmer's struggle - picking season. The family deals with debt, Mexican and hillbilly laborers, townspeople, neighbors, secret affairs, and even a murder. Grisham expertly depicts the simple life of the farmer intermingled with the complexities of rural survival. From the murder of a brutish laborer, to the kid's first glimpse of television, the book's range from action to touching.A simple book by a great storyteller, I recommend this book to all.",book
781,"It seems that Salvatores couldn't decide what to do with this movie: some of it is a very weak thriller (and I say very, very weak), some of it is an attempt to explore the relationships between the main characters. Both things have been tried in psychological thrillers, but in this case the movie cannot hold things together, due to poor, superficial scripting, bad acting and a too dark, too dull cinematography. I'd say that Salvatores gave his best in other genres and in other settings, where he was free to look at the characters without having to think about the plot. On the whole, a B-movie, hardly worth your money... Vote: 4/10",movie
782,"This is a timeless classic I can now share with my daughter as my mother shared it with me. The lessons of family, sacrifice and perserverance are as relevant now as then.",book
783,"Director Spike Lee is famous for making films pointing out racism. In many of films, such ""Do The Right Thing,"" most of the white people are all brutal racists. In this movie, interracial marriage is the subject, with racism once again being the entire issue.<br /><br />What Lee does, however, is once again demonstrate his bigotry against Christianity. It's amazing the double standards that exist in the film world. If Lee or anyone else ever produced this kind of bias against another group he would be vilified, but Christians? Hey, it's ""open season"" on them.<br /><br />Ossie Davis, a reverend in this film, shoots his son and then puts the smoldering gun down on top of his Bible. They zoom in on that for another closeup just in case you missed it. Hey, folks, here's another Bible reader and look what he''s like! Lee does this sort of thing in just about every movie he makes.<br /><br />He shows the same hatred when dealing with race relations. Who could argue with portraying racism as an evil thing? However, Lee perpetuates it in this film as he has in his other films. His obvious bitterness toward white people doesn't help the situation. It only adds fuel to the fire. <br /><br />Hey, Spike: start ""doing the right thing"" and leave your prejudices in the closet. Better yet, ""get over it.""<br /><br />This is too bad because the subject matter could have made for a thought- provoking film if it had been done with objectivity and intelligence.",movie
784,"Greystoke: The Legend of Tarzan, Lord of the Apes is based on the classic book Tarzan of the Apes by Edgar Rice Burroughs and is a more faithful adaptation to the classic book, the film has some great scenery like the Jungles of South Africa to the Greystoke mansion, the acting is also great. Chirstopher Lambert did a great performance as Tarzan, it was also his first English speaking role. The film has some funny moments, sad moments and touching moments that makes this a real classic.<br /><br />The film sees a boat crashing in the Jungles of South Africa and some time later they have a son named John, the Apes go into the hut and one of them kills the Father. The Apes then take him to where they live and adopt him as one of their own, as the years go by John grows up and learns to be more like the Apes. In his teens his Foster Mom gets attacked by Native Hunters and soon killed by them, years later a group of people are going to Africa on a expedition. After setting up camp they're soon attacked by the Natives, most escape but Capitaine Phillippe D'Arnot is left behind injured by some of the arrows. After hiding he meets John now an adult who takes him to his home and takes care of his wounds, after a while Phillippe starts to teach John how to speak English and teach him that he's not one of the Apes but a person. When Phillippe goes to leave John goes with him, after sometime they arrive at Greystoke manor where the Sixth Earl of Greystoke is shown his long lost Grandson, John is shown his bedroom and picture of his true Mom and Dad. John also meets Jane Porter and slowly as they get to know each other he begins to have feelings for her, when it's Christmas the Sixth Earl of Greystoke slides down the stairs killing himself. John then starts to miss the Jungle and wants to return but Phillipe tells him to stay since everything they had done would be for nothing. John is then torn between his life as a Greystoke and the Lord of the Apes.<br /><br />Greystoke: The Legend of Tarzan, Lord of the Apes is a great classic that should be seen. 10/10",movie
785,"SPOILER WARNING<br /><br />I got this dino-documentarie on DVD at Christmas 2004. I had longed to see it and was by no means disappointed. The score is memorable ( my<br /><br />favourites were the ""Sauropod"" theme song and the ""Winters Coming"" song ). The effects were dazzling, you could almost believe they were there. You actually learn something too ; Stegosaurs MAY have been able to pump their plates with blood. Female T-Rexes MIGHT have gone on a killing spree before laying their eggs. I know there's a lot of people who thought this was based too much on speculation, but there will always be questions that we can only guess at. And there is a lot of hard-core, undeniable FACT as well. We KNOW that some dinosaurs travelled in herds, we KNOW that Diplodocus swallowed stones to grind up vegetation in their stomaches. Despite this ""speculation"" the series did extremely well. So well in fact, that it spawned a followup, a prequel and several specials. If you're a dino-fan, then this IS for you. It makes Jurassic Park look small and weedy.",movie
786,"I read this book last summer trying to find some insight into why Elizabeth Edwards would have gone along with John Edwards' charade to run for president again in 2008, knowing he had had an extramarital affair. Well, I didn't get much insight into that issue, but the book was an interesting read anyway. I enjoyed reading about her growing up on US military bases in Japan. There was a huge section on dealing with the overpowering grief from her son's death. Her description of the 2004 campaign when John Edwards ran for vice president, made it sound like there really were no issues in their marriage or family. The final section of the book was devoted to her battle with breast cancer and the people who helped her through it. It was an interesting read and I hope to read her followup book soon. She is an intelligent, excellent writer.",book
787,"I have seen the movie, both the old and new version. I truly like the story, but as a male student required to read this prior to 8th grade, I think I would have rather read ""Little Men.""",book
788,"It's literally Amazing!! The service, The Food.....did I mention the Food, The Vibe was Phenomenal. This is a must visit in Atlanta!!

Justice is my favorite server. She is extremely nice, knowledgeable, and accommodating. From the jerk chicken and grits to the Blackened Salmon , grits, and sautéed kale.

Listen, let this be your next breakfast/ brunch spot.

You can thank me later!",restaurant
789,"If you loved Amadeus and Equus then honestly you probably won't like this play.Unlike either Amadeus or Equus the characters are decidedly NOT larger than life, the issues treated are likewise lacking in stature and unlike even his later Private Ear/Public Eye couplet and one of my personal favorites Lettice and Lovage there isn't even fun dialogue presented to pass the time.In other words, it's a non Peter Shaffer Peter Shaffer play but still it is an early effort by a guy who would be called the reincarnation of Shakespeare for the strength of his later works and for that reason it's worth a look. Now when I saw worth a look I mean for people who are interested in Shaffer.Even at this early stage in his career fascinations that would become all too current are on full display: Shaffer's ability to create gripping dialogue, his delight with music and his fascination with young and old men in crisis that would become the leit motif of Equus and to a lessor but still significant degree, Amadeus.Honestly I can't tell you that I actually liked this play but with what Shaffer would go on to do, I couldn't help but be fascinated by it watching as I did in its ambling rumanitions signs of Shaffer's later genius. How he went from this to his later greatness is beyond me, no less a riddle than the ones he would later create.",book
790,"I read this book as a 7 year old girl and it took me to a different world! I fell in love with Misty and all of the horses in the book. I read it over and over until the book nearly fell apart. I am now a 29 year old Reading teacher (8th grade) and I tell my students about the book. I am ordering the book to read to my 5 year old daughter, who is just learning to read and loves horses! My in-laws live in Norfolk, VA and I have promised myself next time we visit them we will go to Assategue.",book
791,"I was sixteen years old when I first read this book. As with many, it was required reading. The night before it was due, I decided I would attempt to muster through it. I kept reassuring myself that if I could manage to hit the halfway mark, I'd be okay...boy, was I in for a surprise! When I got half of the book finished, I realized something strange: for the first time in my life, I did not want to stop reading, even if it was to get a drink or eat. Harper Lee had spun a tale that I could relate to, growing up in Geneva, Alabama. I was Scout. Lee had taken this mixed-up world that we lived in and turned it on its ear by showing it to us through the eyes of someone we once knew--ourselves. So much of this novel reminded me of how I was as a child--wide-eyed and innocent, before the world and all of its troubles set in. I have read many of the reviews here and while most are for the novel, the ones against and the reasoning behind them bother me. Many of the allegations are that this book is prejudice. This book is no more prejudice than any other great work of fiction. It is just portraying life as it was back then. If the truth is always right, then why isn't this book? I'm not agreeing with the views, but am also adult enough to know that they did exist and to acknowledge their presence. The other allegation, that children could not feel the emotion Lee writes about is ludicrous. How can one person know what another feels? Children do experience a whole scale of human emotion, just are unable to give it a name. Any emotion can be felt at any age. To make a long story short, BUY THIS BOOK! You will not be sorry. If you've already read it, reread it and pass it on your children. It will be one thing you passed on that they will be grateful for always.",book
792,"We ordered Lamb curry, shrimp masala and garlic naan for take away during the pandemic.  The lamb dish was tasty, medium spice was too much for my wife , though.  The shrimp dish tasted fine but was basically just sauce with a few small shrimp overcooked- not worth it.  Hence lower score.  Naan was great as was basmati rice.  Will try again.",restaurant
793,"Imagine if you were invisible and could come and go as you pleased, with nobody able to see you. Cool, right? Well, not really. H.G. Wells' ""The Invisible Man"" has the sci-fi master exploring what would happen if a person took an invisibility elixir, and discovered too late that invisibility has some definite downsides. It's possibly Wells' funniest novel, but it also has some wonderfully chilling moments.A strange man arrives at a hotel in Iping, wrapped up in goggles, bandages, scarves, and heavy clothes. He spends most of his time hidden away in his room, doing odd scientific experiments, and avoiding contact with other people -- while still keeping everything except his nose hidden. Meanwhile, the local vicar and his wife are robbed by a mysterious thief... who is completely invisible.Well, you can guess what's up with the stranger -- he's an invisible man, and after a blowup with his landlady he reveals his true.... um, lack of appearance to the entire town. After a series of disastrous encounters, the Invisible Man encounters Dr. Kemp, an old friend to whom he reveals how he became invisible, and what he's done since then... as well as his malevolent plans for the future.H.G. Wells isn't really known for being a funny writer, but the first part of ""The Invisible Man"" is actually mildly hilarious. He writes the first third or so of the book in a fairly light, humorous style, and there are some fun scenes speckled through the story, like a homeless man dealing with the Invisible Man (""Not a bit of you visible--except-- You 'aven't been eatin' bread and cheese?"").But things get much darker after Mr. Kemp enters the scene, and we find out that the Invisible Man is... well, kind of malevolent and crazy. Very crazy.And as the plot grows darker and grimmer, Wells also inserts a clever (if far-fetched even by Victorian standards) explanation for how a person could become invisible, using a mix of science and fantasy. The plot hurtles through wild chase scenes and the occasional riot, and some moments of bleak tension (""When dawn came to mingle its pallor with the lamp-light and cigar smoke of the dining-room, Kemp was still pacing..."")The Invisible Man himself (aka Griffin) is a pretty mysterious character for most of the story, since all we know about him is that he's invisible.... and also kind of a jerk. I mean, the guy constantly flies off the handle and even robs a nice little old vicar. And the more we find out about him, the more malignant and insane he turns out to be.Even if you had a way to become invisible, ""The Invisible Man"" would be a pretty effective way of dissuading people from using it. A deserving classic.",book
794,"The other lowest-rating reviewers have summed up this sewage so perfectly there seems little to add. I must stress that I've only had the Cockney Filth imposed on me during visits from my children, who insist on watching the Sunday omnibus. My god, it's depressing! Like all soaps, it consists entirely of totally unlikeable characters being unpleasant to each other, but it's ten times as bad as the next worst one could be. The reviewer who mocked the 'true to life' bilge spouted by its defenders was spot-on. If anyone lived in a social environment like this, they'd slash their wrists within days. And I can assure anyone not familiar with the real East End that it's rather more 'ethnically enriched' than you'll ever see here. Take my advice - avoid this nadir of the British TV industry. It is EVIL.",movie
795,Great pizza and garlic bread! Service was quick and polite. Visiting from Michigan and always appreciate quick service.,restaurant
